id,name,tvg_name,group,source,source_id,method,score,programmes
PlutoTVIcons.us@SD,Pluto TV Icons,,Movies,IPTV-EPG.org US,PlutoTVIcons.pluto,primary-exact-id-base,94,13
PlutoTVLives.us@US,Pluto TV Lives,,Series,IPTV-EPG.org US,PlutoTVLives.pluto,primary-exact-id-base,94,32
PlutoTVMilitary.us@SD,Pluto TV Military,,Series,IPTV-EPG.org US,PlutoTVMilitary.pluto,primary-exact-id-base,94,40
PlutoTVNovelas.us@US,Pluto TV Novelas,,Series,IPTV-EPG.org US,PlutoTVNovelas.pluto,primary-exact-id-base,94,34
PlutoTVParanormal.us@US,Pluto TV Paranormal,,Documentary,IPTV-EPG.org US,PlutoTVParanormal.pluto,primary-exact-id-base,94,42
PlutoTVReality.us@US,Pluto TV Pride,,Entertainment,IPTV-EPG.org US,PlutoTVReality.pluto,primary-exact-id-base,94,50
PlutoTVReaction.us@SD,Pluto TV Reaction,,Movies,IPTV-EPG.org US,PlutoTVReaction.pluto,primary-exact-id-base,94,14
PlutoTVRomance.us@US,Pluto TV Romance,,Movies;Series,IPTV-EPG.org US,PlutoTVRomance.pluto,primary-exact-id-base,94,14
PlutoTVSciFi.us@US,Pluto TV Sci-Fi,,Movies;Series,IPTV-EPG.org US,PlutoTVSci-Fi.pluto,primary-exact-id-base,94,30
PlutoTVScience.us@US,Pluto TV Science,,Documentary;Science,IPTV-EPG.org US,PlutoTVScience.pluto,primary-exact-id-base,94,38
PlutoTVSpotlight.us@SD,Pluto TV Spotlight,,Movies,IPTV-EPG.org US,PlutoTVSpotlight.us,primary-exact-normalized-name,95,40
PlutoTVStaffPicks.us@SD,Pluto TV Staff Picks,,Movies,IPTV-EPG.org US,PlutoTVStaffPicks.pluto,primary-exact-id-base,94,13
PlutoTVTerror.us@SD,Pluto TV Terror,,Movies,IPTV-EPG.org US,PlutoTVTerror.pluto,primary-exact-id-base,94,17
PlutoTVThrillers.us@US,Pluto TV Thrillers,,Movies,IPTV-EPG.org US,PlutoTVThrillers.pluto,primary-exact-id-base,94,14
PlutoTVTrendingNow.us@SD,Pluto TV Trending Now,,Movies,IPTV-EPG.org US,PlutoTVTrendingNow.pluto,primary-exact-id-base,94,13
PlutoTVTrueCrime.us@US,Pluto TV True Crime,,Documentary;Series,IPTV-EPG.org US,PlutoTVTrueCrime.pluto,primary-exact-id-base,94,44
PlutoTVWesterns.us@US,Pluto TV Westerns,,Movies,IPTV-EPG.org US,PlutoTVWesterns.pluto,primary-exact-id-base,94,14
pocketwatch.us@SD,pocket.watch Game On (1080p),,Kids,IPTV-EPG.org US,pocketwatch.us,primary-exact-normalized-name,95,161
PokerGo.us@US,PokerGO,,Sports,IPTV-EPG.org US,PokerGO.us,primary-exact-normalized-name,95,102
PopTV.us@SD,Pop TV (720p),,Entertainment,IPTV-EPG.org US,POP.us,primary-exact-normalized-name,95,154
PopstarTV.us@SD,Popstar! TV (1080p) [Not 24/7],,Entertainment,IPTV-EPG.org US,Popstar!TV.us,primary-exact-normalized-name,95,72
Portlandia.us@SD,Portlandia (720p),,Undefined,IPTV-EPG.org US,Portlandia.us,primary-exact-normalized-name,95,384
PositivTV.us@SD,Positiv TV (1080p),,Family,EPGShare US2,Positiv.TV.us2,fallback-exact-normalized-name,95,79
PowerNationTV.us@SD,PowerNation (1080p),,Auto,IPTV-EPG.org US,POWERNATION.us,primary-exact-normalized-name,95,378
PursuitChannel.us@SD,Pursuit Channel (1080p),,Undefined,IPTV-EPG.org US,PursuitChannel.us,primary-exact-normalized-name,95,311
PursuitUP.us@SD,Pursuit UP (1080p),,Outdoor,EPGShare Plex,plex.tv.PursuitUP.plex,fallback-exact-normalized-name,95,185
QVC.us@SD,QVC (720p),,Shop,IPTV-EPG.org US,QVC.us,primary-exact-normalized-name,95,122
QVC2.us@SD,QVC 2 (720p),,Shop,IPTV-EPG.org US,QVC2.us,primary-exact-normalized-name,95,121
QVC3.us@SD,QVC 3 (1080p),,Shop,IPTV-EPG.org US,QVC3.us,primary-exact-normalized-name,95,143
Rawhide.us@SD,Rawhide,,Movies;Series,IPTV-EPG.org US,Rawhide.pluto,primary-exact-id-base,94,30
RealAmericasVoice.us@SD,Real America's Voice (1080p),,Undefined,EPGShare US2,Real.Americas.Voice.us2,fallback-exact-normalized-name,95,80
RealWild.uk@SD,Real Wild (1080p),,Undefined,EPGShare Plex,plex.tv.Real.Wild.plex,fallback-exact-normalized-name,95,98
RedBullTV.at@US,Red Bull TV US (1080p),,Outdoor;Sports,IPTV-EPG.org US,RedbullTV.us,primary-exact-normalized-name,95,115
Reelz.us@SD,Reelz (720p),,Documentary,IPTV-EPG.org US,ReelzChannel.us,primary-exact-normalized-name,95,192
RetroTV.us@East,Retro TV (720p),,Classic,IPTV-EPG.org US,RetroTV.us,primary-exact-normalized-name,95,207
RetroCrush.us@SD,RetroCrush (1080p),,Animation;Classic,EPGShare Plex,plex.tv.RetroCrush.plex,fallback-exact-normalized-name,95,154
ReutersTV.us@SD,Reuters (1080p),,News,IPTV-EPG.org US,ReutersTV.us,primary-exact-normalized-name,95,69
Revolt.us@SD,Revolt (720p),,Undefined,IPTV-EPG.org US,Revolt.us,primary-exact-normalized-name,95,202
Revry.us@SD,Revry (1080p),,Lifestyle,IPTV-EPG.org US,Revry.us,primary-exact-normalized-name,95,208
RevryLatinX.us@SD,Revry LatinX (720p),,Entertainment,EPGShare Plex,plex.tv.Revry.Latinx.plex,fallback-exact-normalized-name,95,93
RevryNews.us@SD,Revry News (720p) [Not 24/7],,Lifestyle,IPTV-EPG.org US,RevryNews.us,primary-exact-normalized-name,95,41
RFDTV.us@SD,RFD-TV (1080p),,Undefined,IPTV-EPG.org US,RFDTV.us,primary-exact-normalized-name,95,214
Ridiculousness.us@SD,Ridiculousness,,Comedy,IPTV-EPG.org US,Ridiculousness.pluto,primary-exact-id-base,94,57
RiffTrax.us@US,RiffTrax (720p),,Comedy,IPTV-EPG.org US,RiffTrax.pluto,primary-exact-id-base,94,20
RightNowTV.us@SD,RightNow TV (720p),,Entertainment;Sports,EPGShare US2,Right.Now.TV.us2,fallback-exact-normalized-name,95,151
RuntimeEspanol.us@SD,Runtime Espanol (720p),,Movies,EPGShare Plex,plex.tv.Runtime.Español.plex,fallback-exact-normalized-name,95,71
RVTV.us@HD,RVTV (1080p),,Undefined,IPTV-EPG.org US,RVTV.us,primary-exact-normalized-name,95,245
RyanandFriends.us@SD,Ryan and Friends (1080p),,Kids,IPTV-EPG.org US,RyanAndFriends.us,primary-exact-normalized-name,95,189
SalemNewsChannel.us@SD,Salem News Channel (1080p),,News,IPTV-EPG.org US,SalemNewsChannel.pluto,primary-exact-id-base,94,23
SBNTV.us@SD,SBN TV (720p),,Religious,IPTV-EPG.org US,SBNtv.us,primary-exact-id-base,94,88
ScientologyNetwork.us@SD,Scientology Network (1080p),,Undefined,IPTV-EPG.org US,ScientologyNetwork.us,primary-exact-normalized-name,95,239
ScrippsNews.us@SD,Scripps News (1080p),,News,IPTV-EPG.org US,ScrippsNews.us,primary-exact-normalized-name,95,195
ShemarooBollywood.us@SD,Shemaroo Bollywood (1080p),,Undefined,EPGShare Plex,plex.tv.Shemaroo.Bollywood.plex,fallback-exact-normalized-name,95,33
ShopLC.us@SD,Shop LC (1080p),,Shop,IPTV-EPG.org US,ShopLC.us,primary-exact-normalized-name,95,161
ShoutFactoryTV.us@SD,Shout! TV (1080p),,General,IPTV-EPG.org US,ShoutTV.us,primary-exact-normalized-name,95,240
Showtime.us@East,Showtime (720p),,Undefined,EPGShare US2,Showtime.2.HD.us2,fallback-safe-fuzzy,90,52
Showtime2.us@East,Showtime 2 (1080p),,Undefined,EPGShare US2,Showtime.2.HD.us2,fallback-exact-normalized-name,95,52
ShowtimeExtreme.us@East,Showtime Extreme (1080p),,Undefined,EPGShare US2,Showtime.Extreme.HD.us2,fallback-exact-normalized-name,95,51
ShowtimeFamilyZone.us@East,Showtime Family Zone (720p),,Family,IPTV-EPG.org US,ShowtimeFamilyzonePacific.us,primary-exact-normalized-name,95,92
ShowtimeNext.us@East,Showtime Next (720p),,Undefined,EPGShare US2,Showtime.Next.HD.us2,fallback-exact-normalized-name,95,54
Showtime.us@West,Showtime West (720p),,Undefined,EPGShare US2,Showtime.2.HD.us2,fallback-safe-fuzzy,90,52
ShowtimeWomen.us@East,Showtime Women (720p),,Undefined,EPGShare US2,Showtime.Women.HD.us2,fallback-exact-normalized-name,95,53
SitcomLegends.us@SD,Sitcom Legends,,Comedy,IPTV-EPG.org US,SitcomLegends.pluto,primary-exact-id-base,94,58
SketchyAF.us@SD,Sketchy AF,,Comedy,IPTV-EPG.org US,SketchyAF.pluto,primary-exact-id-base,94,49
SkwadPlay.us@SD,SKWAD (1080p),,Kids,EPGShare Plex,plex.tv.SKWAD.plex,fallback-exact-normalized-name,95,178
SmithsonianChannel.us@East,Smithsonian Channel (1080p),,Science,EPGShare US2,Smithsonian.HD.Network.us2,fallback-exact-normalized-name,95,96
SmithsonianChannelSelects.us@SD,Smithsonian Channel Selects,,Science,IPTV-EPG.org US,SmithsonianChannelSelects.pluto,primary-exact-id-base,94,30
SNLVault.us@SD,SNL Vault (1080p),,Comedy,IPTV-EPG.org US,SNLVault.peacocktv,primary-exact-id-base,94,72
SonicTV.us@SD,Sonic TV (720p),,Animation,EPGShare Plex,plex.tv.Sonic.TV.plex,fallback-exact-normalized-name,95,124
SpikeOutdoors.us@SD,Spike Outdoors,,Outdoor,IPTV-EPG.org US,SpikeOutdoors.pluto,primary-exact-id-base,94,30
SpikePlutoTV.us@SD,Spike Pluto TV,,Documentary,IPTV-EPG.org US,SpikePlutoTV.pluto,primary-exact-id-base,94,50
SportsGrid.us@SD,SportsGrid (1080p),,Sports,IPTV-EPG.org US,SportsGrid.us,primary-exact-normalized-name,95,161
SportsmanChannel.us@SD,Sportsman Channel (720p),,Sports,IPTV-EPG.org US,SportsmanChannel.us,primary-exact-normalized-name,95,323
SportsNetNewYork.us@SD,SportsNet New York (1080p),,Sports,EPGShare US2,SNY.SportsNet.New.York.HD.us2,fallback-safe-fuzzy,89,134
Stadium.us@SD,Stadium (720p),,Sports,IPTV-EPG.org US,Stadium.us,primary-exact-normalized-name,95,75
StarTrekDeepSpaceNine.us@SD,Star Trek: Deep Space Nine,,Movies;Series,IPTV-EPG.org US,StarTrek:DeepSpaceNine.pluto,primary-exact-id-base,94,30
StarTrekTheNextGeneration.us@SD,Star Trek: The Next Generation,,Movies;Series,IPTV-EPG.org US,StarTrek:TheNextGeneration.pluto,primary-exact-id-base,94,30
StarTrekVoyager.us@SD,Star Trek: Voyager,,Movies;Series,IPTV-EPG.org US,StarTrek:Voyager.pluto,primary-exact-id-base,94,30
StartTV.us@SD,Start TV (720p),,Series,IPTV-EPG.org US,StartTV.us,primary-exact-normalized-name,95,173
Starz.us@East,Starz (1080p),,Undefined,EPGShare US2,Starz.HD.us2,fallback-exact-normalized-name,95,58
StarzCinema.us@East,Starz Cinema (720p),,Movies,EPGShare US2,Starz.Cinema.HD.us2,fallback-exact-normalized-name,95,59
StarzComedy.us@East,Starz Comedy (1080p),,Comedy,EPGShare US2,Starz.Comedy.HD.us2,fallback-exact-normalized-name,95,57
StarzEdge.us@East,Starz Edge (1080p),,Undefined,EPGShare US2,Starz.Edge.HD.us2,fallback-exact-normalized-name,95,56
StarzEncore.us@East,Starz Encore (1080p),,Undefined,EPGShare US2,Starz.Encore.HD.us2,fallback-exact-normalized-name,95,50
StarzKidsFamily.us@East,Starz Kids & Family (1080p),,Kids,IPTV-EPG.org US,StarzKids.us,primary-exact-normalized-name,95,108
Starz.us@West,Starz West (720p),,Undefined,EPGShare US2,Starz.HD.us2,fallback-exact-normalized-name,95,58
PlutoTVStorageWars.us@SD,Storage Wars by A&E (720p),,Series,EPGShare Plex,plex.tv.Storage.Wars.by.A&E.plex,fallback-exact-normalized-name,95,205
StoriesbyAMC.us@SD,Stories by AMC,,Entertainment,IPTV-EPG.org US,StoriesbyAMC.us,primary-exact-normalized-name,95,197
WCIUTV265.us@SD,Story Television,,Undefined,IPTV-EPG.org US,StoryTelevision.us,primary-exact-normalized-name,95,186
SUMtvLatino.us@SD,SUMtv Latino (1080p),,Religious,EPGShare US2,SUMtv.Latino.us2,fallback-exact-normalized-name,95,125
SundanceTV.us@East,Sundance TV (720p),,Movies,EPGShare US2,SundanceTV.HD.us2,fallback-exact-normalized-name,95,86
SupernaturalDrama.us@SD,Supernatural Drama,,Series,IPTV-EPG.org US,SupernaturalDrama.pluto,primary-exact-id-base,94,30
SwerveSports.us@SD,Swerve Combat (1080p),,Sports,IPTV-EPG.org US,SwerveCombat.us,primary-exact-normalized-name,95,96
SYFY.us@East,SYFY (1080p),,Movies;Series,EPGShare US2,Syfy.HD.us2,fallback-exact-normalized-name,95,52
Tastemade.us@US,Tastemade (1080p),,Cooking,IPTV-EPG.org US,Tastemade.us,primary-exact-normalized-name,95,273
TastemadeTravel.us@SD,Tastemade Travel (1080p),,Cooking,IPTV-EPG.org US,TastemadeTravel.us,primary-exact-normalized-name,95,218
TBNInspire.us@SD,TBN Inspire (1080p),,Religious,EPGShare US2,TBN.Inspire.us2,fallback-exact-normalized-name,95,167
TBNUkraine.us@SD,TBN Україна (720p),,Undefined,IPTV-EPG.org US,TBN.us,primary-exact-normalized-name,95,283
TCT.us@SD,TCT (1080p),,Undefined,EPGShare US2,TCT.us2,fallback-exact-normalized-name,95,162
TED.us@SD,TED (1080p),,Undefined,IPTV-EPG.org US,TED.us,primary-exact-normalized-name,95,143
TeenMom.us@SD,Teen Mom,,Documentary,IPTV-EPG.org US,TeenMom.pluto,primary-exact-id-base,94,29
TeenNick.us@East,TeenNick (720p),,Kids,EPGShare US2,Teen.Nick.us2,fallback-exact-normalized-name,95,221
TelemundoAlDia.us@HD,Telemundo Al Dia,,General,IPTV-EPG.org US,TelemundoAlDia.peacocktv,primary-exact-id-base,94,72
TelemundoTelenovelasClasicas.us@SD,Telemundo telenovelas clásicas,,Series,IPTV-EPG.org US,Telemundotelenovelasclásicas.pluto,primary-exact-id-base,94,30
TennisChannel.us@Plus2,TennisChannel 2 (720p),,Sports,IPTV-EPG.org US,TennisChannel.us,primary-exact-id-base,94,28
TheAddamsFamily.us@SD,The Addams Family,,Series,IPTV-EPG.org US,TheAddamsFamily.pluto,primary-exact-id-base,94,58
TheAmazingRace.us@SD,The Amazing Race,,Series,IPTV-EPG.org US,TheAmazingRace.pluto,primary-exact-id-base,94,29
TheAndyGriffithShow.us@SD,The Andy Griffith Show,,Classic,IPTV-EPG.org US,TheAndyGriffithShow.pluto,primary-exact-id-base,94,58
TheArchive.us@SD,The Archive (1080p),,Classic,IPTV-EPG.org US,TheArchive.us,primary-exact-normalized-name,95,87
TheAsylum.us@US,The Asylum (1080p),,Series,EPGShare Plex,plex.tv.The.Asylum.plex,fallback-exact-normalized-name,95,64
TheBobRossChannel.us@SD,The Bob Ross Channel (720p),,Series,IPTV-EPG.org US,TheBobRossChannel.us,primary-exact-normalized-name,95,276
TheCarolBurnettShow.us@SD,The Carol Burnett Show (1080p),,Classic,EPGShare Plex,plex.tv.The.Carol.Burnett.Show.plex,fallback-exact-normalized-name,95,127
TheChallenge.us@SD,The Challenge,,Series,IPTV-EPG.org US,TheChallenge.us,primary-exact-normalized-name,95,206
TheConners.us@SD,The Conners (1080p) [Geo-blocked],,Comedy;Series,IPTV-EPG.org US,TheConners.peacocktv,primary-exact-id-base,94,72
TheCountryNetwork.us@SD,The Country Network (1080p),,Music,IPTV-EPG.org US,TheCountryNetwork.us,primary-exact-normalized-name,95,90
TheCowboyChannel.us@SD,The Cowboy Channel (720p),,Undefined,IPTV-EPG.org US,TheCowboyChannel.us,primary-exact-id-base,94,118
TheDesignNetwork.us@SD,The Design Network (1080p),,Lifestyle,IPTV-EPG.org US,TheDesignNetwork.us,primary-exact-normalized-name,95,314
TheFilmDetective.us@SD,The Film Detective (720p),,Movies,IPTV-EPG.org US,TheFilmDetective.us,primary-exact-normalized-name,95,237
TheGrahamNortonShow.uk@SD,The Graham Norton Show (1080p),,Entertainment,EPGShare Plex,plex.tv.The.Graham.Norton.Show.plex,fallback-exact-normalized-name,95,131
TheJamieOliverChannel.us@SD,The Jamie Oliver Channel (1080p),,Lifestyle,IPTV-EPG.org US,TheJamieOliverChannel.pluto,primary-exact-id-base,94,50
JohnnyCarsonTV.us@SD,The Johnny Carson Show (720p),,Series,IPTV-EPG.org US,JohnnyCarsonTV.us,primary-exact-normalized-name,95,153
TheJudgeJudyChannel.us@SD,The Judge Judy Channel (720p),,Series,IPTV-EPG.org US,TheJudgeJudyChannel.pluto,primary-exact-id-base,94,58
TheLoveBoat.us@SD,The Love Boat,,Classic,IPTV-EPG.org US,TheLoveBoat.pluto,primary-exact-id-base,94,28
TheNest.us@SD,The Nest (1080p),,Documentary;Entertainment,IPTV-EPG.org US,TheNest.us,primary-exact-normalized-name,95,224
TheNewDetectives.us@US,The New Detectives,,Series,IPTV-EPG.org US,TheNewDetectives.pluto,primary-exact-id-base,94,30
ThePetCollective.us@US,The Pet Collective (1080p) [Geo-blocked],,Family,IPTV-EPG.org US,ThePetCollective.us,primary-exact-normalized-name,95,279
ThePriceIsRight.us@HD,The Price Is Right,,Entertainment,IPTV-EPG.org US,ThePriceIsRight.pluto,primary-exact-id-base,94,30
ThePriceIsRightTheBarkerEra.us@SD,The Price Is Right: The Barker Era (1080p) [Geo-blocked],,Entertainment,IPTV-EPG.org US,ThePriceIsRight:TheBarkerEra.pluto,primary-exact-id-base,94,30
TheRifleman.us@SD,The Rifleman,,Series,IPTV-EPG.org US,TheRifleman.pluto,primary-exact-id-base,94,58
TheWalkingDeadenEspanol.us@SD,The Walking Dead en español (720p),,Undefined,IPTV-EPG.org US,TheWalkingDeadenespañol.pluto,primary-exact-id-base,94,33
TheWalkingDeadUniverse.us@SD,The Walking Dead Universe (720p),,Series,IPTV-EPG.org US,TheWalkingDeadUniverse.us,primary-exact-normalized-name,95,176
TheWildWildWest.us@SD,The Wild Wild West,,Movies;Series,IPTV-EPG.org US,TheWildWildWest.pluto,primary-exact-id-base,94,30
TheWordNetwork.us@SD,The Word Network (1080p),,Religious,IPTV-EPG.org US,TheWordNetwork.us,primary-exact-normalized-name,95,309
ThisOldHouse.us@SD,This Old House (1080p),,Series,IPTV-EPG.org US,ThisOldHouse.us,primary-exact-normalized-name,95,323
TinyHouseNation.us@SD,Tiny House Nation (720p),,Series,IPTV-EPG.org US,TinyHouseNation.us,primary-exact-normalized-name,95,237
TMZ.us@SD,TMZ (1080p) [Geo-blocked],,Entertainment,IPTV-EPG.org US,TMZ.us,primary-exact-normalized-name,95,215
TODAYAllDay.us@SD,TODAY All Day (1080p),,News,EPGShare Plex,plex.tv.TODAY.All.Day.plex,fallback-exact-normalized-name,95,188
TGJunior.us@SD,Toon Goggles Junior (720p),,Kids,IPTV-EPG.org US,TGJunior.us,primary-exact-normalized-name,95,40
ToonamiAftermath.us@East,Toonami Aftermath East (480p),,Animation,IPTV-EPG.org US,ToonamiAftermath.us,primary-exact-normalized-name,95,350
ToonGoggles.us@SD,ToonGoggles (720p),,Kids,IPTV-EPG.org US,ToonGoggles.us,primary-exact-normalized-name,95,40
Tosh0.us@SD,Tosh.0,,Series,IPTV-EPG.org US,Tosh.0.pluto,primary-exact-id-base,94,58
TotallyTurtles.us@US,TOTALLY TURTLES,,Kids,IPTV-EPG.org US,TOTALLYTURTLES.pluto,primary-exact-id-base,94,61
ToughJobs.us@SD,Tough Jobs,,Entertainment,IPTV-EPG.org US,ToughJobs.pluto,primary-exact-id-base,94,37
TransformersTV.us@SD,Transformers TV (720p),,Kids,IPTV-EPG.org US,TransformersTV.pluto,primary-exact-id-base,94,62
TribecaChannel.us@SD,Tribeca Channel (1080p) [Geo-blocked],,Undefined,IPTV-EPG.org US,TribecaChannel.us,primary-exact-id-base,94,101
TrueCrimeNetwork.us@SD,True Crime Network+ (1080p) [Geo-blocked],,Series,IPTV-EPG.org US,TrueCrimeNetwork.us,primary-exact-id-base,94,180
TrueCrimeNow.us@SD,True Crime Now (1080p),,Undefined,IPTV-EPG.org US,TrueCrimeNow.us,primary-exact-normalized-name,95,158
TrueHistory.us@SD,True History (720p),,Undefined,IPTV-EPG.org US,TrueHistoryChannel.us,primary-exact-normalized-name,95,323
TUDN.us@SD,TUDN (1080p) [Geo-blocked],,Undefined,IPTV-EPG.org US,TUDN.us,primary-exact-normalized-name,95,149
TVLand.us@East,TV Land (720p),,Classic,EPGShare US2,TV.Land.HD.us2,fallback-exact-normalized-name,95,172
TVLandDrama.us@SD,TV Land Drama,,Movies,IPTV-EPG.org US,TVLandDrama.pluto,primary-exact-id-base,94,29
TVLandSitcoms.us@SD,TV Land Sitcoms,,Comedy,IPTV-EPG.org US,TVLandSitcoms.us,primary-exact-normalized-name,95,313
TVOne.us@SD,TV One (1080p),,Undefined,IPTV-EPG.org US,TVOne.us,primary-exact-normalized-name,95,279
TVQuisqueya.us@SD,TV QUISQUEYA (720p),,General,IPTV-EPG.org US,TVQuisqueya.us,primary-exact-normalized-name,95,162
TyCSportsUSA.ar@SD,TyC Sports USA,,Sports,IPTV-EPG.org US,TYCSports.us,primary-exact-normalized-name,95,125
Unbeaten.us@SD,Unbeaten (1080p),,Sports,EPGShare Plex,plex.tv.Unbeaten.plex,fallback-exact-normalized-name,95,36
Unidentified.us@SD,Unidentified (1080p),,Documentary,IPTV-EPG.org US,Unidentified.us,primary-exact-normalized-name,95,128
UniMas.us@Mountain,UniMas Mountain (1080p),,Undefined,IPTV-EPG.org US,UniMas.us,primary-exact-normalized-name,95,189
UniversalCrime.us@East,"like Gecko) Chrome/124.0.0.0 Safari/537.36"" group-title=""Series"",Universal Crime (1080p)",,Series,IPTV-EPG.org US,UniversalCrime.pluto,primary-exact-id-base,94,21
Univision.us@East,Univision (1080p),,Undefined,EPGShare US2,Univision.Network.HD.us2,fallback-exact-normalized-name,95,114
UnivisionTlnovelas.us@SD,Univision Tlnovelas (1080p),,Series,IPTV-EPG.org US,UnivisionTLnovelas.us,primary-exact-id-base,94,189
UnsolvedMysteries.us@US,Unsolved Mysteries (720p),,Series,IPTV-EPG.org US,UnsolvedMysteries.us,primary-exact-normalized-name,95,188
UpTV.us@SD,Up TV (1080p),,Undefined,IPTV-EPG.org US,UP.us,primary-exact-normalized-name,95,204
USANetwork.us@West,USA Network West (1080p),,Comedy;Movies;Series;Sports,IPTV-EPG.org US,USANetwork.us,primary-exact-id-base,94,161
USATODAY.us@SD,USA Today (1080p),,News,EPGShare Plex,plex.tv.USA.TODAY.plex,fallback-exact-normalized-name,95,163
Vevo2K.us@SD,Vevo 2K (1080p),,Music,IPTV-EPG.org US,Vevo2K.pluto,primary-exact-id-base,94,24
Vevo70s.us@SD,Vevo 70s (1080p),,Music,EPGShare US2,Vevo.70s.us2,fallback-exact-normalized-name,95,65
Vevo80s.us@SD,Vevo 80s (1080p),,Music,EPGShare US2,Vevo.80s.us2,fallback-exact-normalized-name,95,79
Vevo90s.us@SD,Vevo 90s (1080p),,Music,EPGShare US2,Vevo.90s.us2,fallback-exact-normalized-name,95,84
VevoCountry.us@SD,Vevo Country (1080p),,Music,IPTV-EPG.org US,VevoCountry.pluto,primary-exact-id-base,94,23
VevoHipHop.us@SD,Vevo Hip Hop (1080p),,Music,EPGShare US2,Vevo.Hip-Hop.us2,fallback-exact-normalized-name,95,90
VevoLatino.us@SD,Vevo Latino (1080p),,Music,EPGShare US2,Vevo.Latino.us2,fallback-exact-normalized-name,95,65
VevoPop.us@SD,Vevo Pop (1080p),,Music,IPTV-EPG.org US,VevoPop.pluto,primary-exact-id-base,94,22
VevoRB.us@SD,Vevo R&B (1080p),,Music,EPGShare US2,Vevo.R.andB.us2,fallback-exact-normalized-name,95,88
VevoTrueSchoolHipHop.us@SD,Vevo True School Hip-Hop,,Music,IPTV-EPG.org US,VevoTrueSchoolHip-Hop.pluto,primary-exact-id-base,94,26
VH1.us@East,VH1 (720p),,Music,EPGShare US2,VH1.HD.us2,fallback-exact-normalized-name,95,138
VH1QueensofReality.us@SD,VH1 Queens of Reality,,Entertainment,IPTV-EPG.org US,VH1QueensofReality.pluto,primary-exact-id-base,94,30
VH1.us@West,VH1 West (720p),,Music,EPGShare US2,VH1.HD.us2,fallback-exact-normalized-name,95,138
WantedDeadorAlive.us@SD,Wanted: Dead or Alive (720p),,Classic,EPGShare Plex,plex.tv.Wanted:.Dead.or.Alive.plex,fallback-exact-normalized-name,95,192
WatchitScream.us@SD,Watch it Scream! (720p),,Movies,EPGShare Plex,plex.tv.Watch.it.SCREAM.plex,fallback-exact-normalized-name,95,55
WaypointTV.us@SD,Waypoint TV (1080p),,Outdoor,IPTV-EPG.org US,WaypointTV.us,primary-exact-normalized-name,95,346
WeTV.us@East,We TV (720p),,Series,EPGShare US2,WE.tv.HD.us2,fallback-exact-normalized-name,95,111
WeatherNation.us@SD,WeatherNation (1080p),,Weather,IPTV-EPG.org US,WeatherNationTV.us,primary-exact-normalized-name,95,80
WeatherSpy.us@SD,WeatherSpy (720p),,Weather,IPTV-EPG.org US,WeatherSpy.us,primary-exact-normalized-name,95,300
WeedsNurseJackie.us@SD,Weeds / Nurse Jackie (720p),,Series,EPGShare Plex,plex.tv.Weeds.&.Nurse.Jackie.plex,fallback-safe-fuzzy,89,199
WesternTV.us@SD,Western TV,,Classic,IPTV-EPG.org US,WesternTV.pluto,primary-exact-id-base,94,58
Willow.us@SD,Willow (720p),,Sports,IPTV-EPG.org US,Willow.us,primary-exact-normalized-name,95,147
WillowSports.us@SD,Willow Sports (1080p),,Sports,IPTV-EPG.org US,WillowSports.us,primary-exact-normalized-name,95,176
WipeoutXtra.us@SD,Wipeout Xtra (1080p),,Entertainment,IPTV-EPG.org US,WipeoutXtra.us,primary-exact-normalized-name,95,148
WomensSportsNetwork.us@SD,Women's Sports Network (1080p),,Undefined,EPGShare Plex,plex.tv.Women`s.Sports.Network.plex,fallback-exact-normalized-name,95,69
WorldChannel.us@SD,World Channel (1080p),,Education,EPGShare US2,WORLD.Channel.us2,fallback-exact-normalized-name,95,127
WorldHarvestTV.us@SD,World Harvest TV (360p),,Undefined,EPGShare US2,World.Harvest.Television.us2,fallback-exact-normalized-name,95,178
WorldPokerTour.us@US,World Poker Tour (1080p),,Sports,IPTV-EPG.org US,WorldPokerTour.us,primary-exact-normalized-name,95,143
WuTangCollection.us@SD,Wu Tang Collection (720p),,Movies,IPTV-EPG.org US,WuTangCollection.us,primary-exact-normalized-name,95,93
XITE90sThrowback.us@SD,XITE 90's Throwback (1080p),,Music,IPTV-EPG.org US,XITE90sThrowback.us,primary-exact-normalized-name,95,71
XITEClassicCountry.nl@SD,XITE Classic Country (1080p) [Geo-blocked],,Music,IPTV-EPG.org US,XiteClassicCountry.us,primary-exact-normalized-name,95,60
XITEJustChill.nl@US,XITE Just Chill (1080p),,Music,IPTV-EPG.org US,XITEJustChill.us,primary-exact-normalized-name,95,71
XITENuevoLatino.us@SD,XITE Nuevo Latino (1080p),,Music,IPTV-EPG.org US,XITENuevoLatino.us,primary-exact-normalized-name,95,71
XITEReggaeVibes.nl@HD,XITE Reggae Vibes (1080p),,Music,IPTV-EPG.org US,XITEReggaeVibes.us,primary-exact-normalized-name,95,63
XITERockxMetal.nl@US,XITE Rock x Metal (1080p),,Music,IPTV-EPG.org US,XITERockxMetal.us,primary-exact-normalized-name,95,71
XITESiempreLatino.us@SD,XITE Siempre Latino (1080p),,Music,IPTV-EPG.org US,XITESiempreLatino.us,primary-exact-normalized-name,95,79
XploreTV.us@SD,Xplore (1080p),,Entertainment,IPTV-EPG.org US,Xplore.us,primary-exact-normalized-name,95,412
